date,World,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malaysia,Maldives,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vatican,Venezuela,Vietnam,Zambia,Zimbabwe
3/3/2020,3118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,52,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
3/4/2020,3202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
3/5/2020,3282,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,0,0,0,0,107,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
3/6/2020,3385,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107,2,0,0,0,148,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
3/7/2020,3488,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,124,2,0,0,0,197,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
3/8/2020,3585,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,145,2,0,0,0,233,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
3/9/2020,3814,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,194,6,0,0,0,366,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0
3/10/2020,4023,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,237,6,0,0,0,464,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,28,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0
3/11/2020,4292,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,291,6,0,0,0,631,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,35,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0
3/12/2020,4618,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,354,8,1,0,0,827,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66,47,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0
3/13/2020,4969,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7,429,8,1,0,0,1016,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,67,84,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0
3/14/2020,5407,0,1,2,0,0,0,2,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,79,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,514,9,1,0,0,1268,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,72,121,0,0,0,0,1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,10,47,0,0,0,0,0,0,0,0
3/15/2020,5761,0,1,2,0,0,0,2,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,91,0,0,0,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,4,7,611,9,2,0,0,1441,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,75,136,0,1,0,0,1,11,0,1,0,1,0,0,0,0,0,0,0,0,0,21,57,0,0,0,0,0,0,0,0
3/16/2020,6507,0,1,4,0,0,0,2,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3217,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,127,0,0,0,0,12,0,0,4,0,0,0,1,0,0,1,0,0,1,0,2,5,7,724,9,2,0,0,1811,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,75,288,0,1,0,0,3,13,0,1,0,1,0,0,0,0,0,0,0,0,0,35,69,0,0,0,0,0,0,0,0
3/17/2020,7103,0,1,4,0,0,0,2,0,5,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3226,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,148,0,0,0,0,13,0,0,4,0,0,0,1,0,0,1,0,0,1,0,3,5,7,853,9,2,0,0,2158,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,81,309,0,1,0,0,7,14,0,1,0,1,0,0,0,0,0,0,0,0,0,55,85,0,0,0,0,0,0,0,0
3/18/2020,7873,0,1,5,0,0,0,2,0,5,3,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,0,3242,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,175,0,0,0,0,13,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,5,7,988,11,2,0,0,2505,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,1,0,0,0,14,5,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,86,491,0,1,0,0,8,19,0,1,0,1,0,0,0,0,0,0,0,0,0,60,108,0,0,0,0,0,0,0,0
3/19/2020,8843,0,2,6,0,0,0,2,0,6,4,0,0,1,0,0,0,14,0,0,0,0,0,0,4,0,2,1,0,0,9,0,0,0,0,0,3250,0,0,1,0,0,1,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,244,0,0,0,0,13,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,5,7,1135,12,2,0,0,2978,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,1,0,0,0,17,5,2,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,91,598,0,1,0,0,10,21,0,1,0,1,0,0,0,0,1,0,0,2,0,103,150,0,0,0,0,0,0,0,0
3/20/2020,9884,0,2,7,0,0,0,3,0,6,6,0,0,1,0,0,0,21,0,0,0,0,0,0,6,0,3,1,0,0,10,0,0,0,0,0,3254,0,0,1,0,0,1,0,0,0,6,0,0,0,3,6,0,0,0,0,0,0,0,0,372,0,0,0,0,43,0,0,5,0,0,0,1,0,0,1,0,0,1,1,4,19,7,1284,12,3,0,0,3407,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,76,0,0,0,0,0,0,6,0,2,0,1,0,0,2,18,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,100,767,0,1,0,0,10,33,0,1,0,1,0,0,0,0,4,0,0,2,0,144,150,0,0,0,0,0,0,0,0
3/21/2020,11251,0,2,10,0,0,0,3,0,7,6,1,0,1,0,0,0,37,0,0,0,0,0,0,11,0,3,1,0,0,12,0,1,0,0,0,3261,0,0,2,0,0,1,0,0,0,9,0,0,2,7,7,0,0,0,0,0,0,0,0,450,0,1,0,0,45,0,0,8,0,0,0,1,0,0,1,0,0,4,1,4,25,7,1433,14,3,0,1,4032,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,2,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,106,0,0,0,0,0,0,7,0,3,0,1,0,1,3,18,5,6,0,0,0,0,0,0,14,0,0,1,0,0,0,1,0,0,103,1002,0,1,0,0,16,43,0,2,0,1,0,0,0,1,9,0,0,3,0,177,260,0,0,0,0,0,0,0,0
3/22/2020,12941,0,2,10,0,0,0,4,0,7,8,1,0,1,2,0,0,67,0,0,0,0,0,1,18,0,3,3,0,0,13,0,1,0,0,0,3267,1,0,2,0,0,1,0,0,1,13,0,0,3,7,8,0,0,0,0,0,0,0,1,562,0,1,0,0,67,1,0,13,0,0,1,1,0,0,1,0,0,4,1,4,38,7,1556,17,3,0,1,4827,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,1,8,0,0,4,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,136,0,0,0,0,0,0,7,0,3,0,3,0,1,5,25,5,12,0,0,0,0,0,0,20,0,0,1,0,2,0,1,0,0,104,1326,0,1,0,0,20,56,0,2,0,1,0,0,0,1,21,0,0,3,2,233,340,0,0,0,0,0,0,0,0
3/23/2020,14601,0,2,15,0,0,0,4,0,7,16,1,0,2,3,0,0,75,0,0,0,0,0,1,25,0,3,3,0,0,18,0,1,0,0,1,3276,2,0,2,0,0,1,0,1,2,13,0,0,3,14,10,0,0,0,0,0,0,0,1,674,0,1,0,0,94,1,0,15,0,0,1,1,0,0,1,0,0,7,1,7,48,7,1685,20,4,0,1,5476,0,41,0,0,0,0,1,0,0,0,0,4,0,0,0,1,8,1,0,10,0,0,0,2,2,1,0,0,0,0,4,0,0,0,0,179,0,0,0,0,0,0,7,0,5,0,3,0,1,5,25,7,14,0,2,0,0,0,0,20,0,0,1,0,2,0,1,0,0,113,1720,0,1,0,0,21,60,0,2,0,1,0,0,0,3,30,0,0,3,2,281,471,0,0,0,0,0,0,0,0
3/24/2020,16365,1,4,17,0,0,0,4,0,7,25,1,0,2,3,0,0,88,0,0,0,0,0,1,34,0,3,3,0,0,24,0,1,0,0,2,3283,3,0,2,0,0,1,0,1,2,24,0,0,3,18,14,0,0,0,0,0,0,0,1,860,0,1,1,0,126,2,0,17,0,0,1,1,0,0,1,0,0,8,2,9,49,7,1812,23,6,0,1,6077,0,42,0,0,0,0,1,0,0,0,0,4,0,0,0,1,8,2,0,14,0,0,0,2,4,1,0,0,0,0,4,0,0,0,0,213,0,0,0,0,0,1,8,0,6,0,6,0,1,5,33,8,23,0,7,0,0,0,0,20,0,0,1,0,2,0,1,0,0,120,2182,0,1,0,0,25,66,0,2,0,4,0,0,0,3,37,0,0,3,2,335,590,0,0,0,0,0,0,0,1
3/25/2020,18565,1,5,17,0,0,0,6,0,8,30,1,0,3,4,0,0,122,0,0,0,0,0,2,46,0,3,3,0,1,27,1,1,0,0,2,3287,3,0,2,0,1,1,3,3,3,32,0,0,6,27,19,0,0,0,0,0,0,0,1,1100,0,1,1,0,149,2,0,20,0,0,1,1,0,0,1,0,0,10,2,9,55,7,1934,27,7,0,3,6820,1,43,0,0,0,0,1,0,0,0,0,4,0,0,0,2,8,2,0,15,0,0,0,2,5,1,0,0,0,0,5,0,0,0,0,276,0,0,0,0,1,1,10,0,7,0,6,0,3,7,35,10,33,0,11,0,0,0,0,21,1,0,1,0,2,0,3,0,0,126,2696,0,1,0,0,36,86,0,2,0,4,0,0,0,3,44,0,0,3,2,422,801,0,0,0,0,0,0,0,1
