Entity,Code,Year,Under-5s (deaths),70+ years old (deaths),5-14 years old (deaths),15-49 years old (deaths),50-69 years old (deaths)
Algeria,DZA,1997,0.1192690655686959,0.6795827467575132,0.08526307483352209,4.0271689926785275,0.4784975044955401
Algeria,DZA,1998,0.12324966920226393,0.7367682472477077,0.08540353322994457,4.228181132790031,0.5049642203532245
Algeria,DZA,1999,0.11504672806753535,0.7858762752819851,0.08037964544616985,4.405334750107091,0.5289205341872396
Algeria,DZA,2000,0.10683232644527471,0.8605376008360228,0.07227275847633573,4.601914908985315,0.5529724292166195
Algeria,DZA,2001,0.09909738544786291,0.9411350508955197,0.0664680115428519,4.824066837435258,0.5914030274495865
Algeria,DZA,2002,0.09354018036820701,1.0191388076453551,0.06164540938357581,5.02479655654708,0.629679862065026
Algeria,DZA,2003,0.0896858460903095,1.1135829493548146,0.05473084386840606,5.147156874588009,0.6639325456067696
Algeria,DZA,2004,0.08786257747072983,1.1825868214240964,0.051919218903909575,5.208435794190411,0.6957195485670243
Algeria,DZA,2005,0.0822274072755446,1.2201958671354791,0.04848180626223747,5.169333977380443,0.7163210709655496
Algeria,DZA,2006,0.07664089711627303,1.2540827253582258,0.045173413102672116,5.097699790781664,0.7322361471704903
Algeria,DZA,2007,0.07477798814286399,1.315478146864657,0.043031928527916895,5.113597637089804,0.7554595037134759
Algeria,DZA,2008,0.06514783986032524,1.2987403314693304,0.03891107117098913,4.852267852298546,0.7412628519531086
Algeria,DZA,2009,0.05921350521619909,1.307936062310251,0.035677511985930395,4.663338648968417,0.741003134455585
Algeria,DZA,2010,0.05068753659094599,1.2981258997948601,0.03125663337160835,4.211770150107492,0.7119112554932486
Algeria,DZA,2011,0.048364094506165724,1.308726376918734,0.029115091222145697,4.022571961320481,0.7131917125161557
Algeria,DZA,2012,0.04922962836243238,1.3539897085485078,0.02867809116269212,3.9851046732995283,0.738219190614377
Algeria,DZA,2013,0.045818138073471106,1.29054334659253,0.02834291885151757,3.692115549342951,0.7119078059808995
Algeria,DZA,2014,0.05141567843184034,1.3363702011815892,0.030225794576738525,3.776624535116695,0.7553645931608326
Algeria,DZA,2015,0.053544250629619816,1.3762499775211297,0.03036953242427102,3.8114133396898517,0.7999356344184814
Algeria,DZA,2016,0.05285022719868516,1.3932180302576949,0.029386751842556364,3.739771287993549,0.84563315416145
Algeria,DZA,2017,0.04585316908076165,1.4179480734589625,0.027424822724229143,3.645680153566928,0.8790770706613009
American Samoa,ASM,1990,0,0,0,0,0
American Samoa,ASM,1991,0,0,0,0,0
American Samoa,ASM,1992,0,0,0,0,0
American Samoa,ASM,1993,0,0,0,0,0
American Samoa,ASM,1994,0,0,0,0,0
American Samoa,ASM,1995,0,0,0,0,0
American Samoa,ASM,1996,0,0,0,0,0
American Samoa,ASM,1997,0,0,0,0,0
American Samoa,ASM,1998,0,0,0,0,0
American Samoa,ASM,1999,0,0,0,0,0
American Samoa,ASM,2000,0,0,0,0,0
American Samoa,ASM,2001,0,0,0,0,0
American Samoa,ASM,2002,0,0,0,0,0
American Samoa,ASM,2003,0,0,0,0,0
American Samoa,ASM,2004,0,0,0,0,0
American Samoa,ASM,2005,0,0,0,0,0
American Samoa,ASM,2006,0,0,0,0,0
American Samoa,ASM,2007,0,0,0,0,0
American Samoa,ASM,2008,0,0,0,0,0
American Samoa,ASM,2009,0,0,0,0,0
American Samoa,ASM,2010,0,0,0,0,0
American Samoa,ASM,2011,0,0,0,0,0
American Samoa,ASM,2012,0,0,0,0,0
American Samoa,ASM,2013,0,0,0,0,0
American Samoa,ASM,2014,0,0,0,0,0
American Samoa,ASM,2015,0,0,0,0,0
American Samoa,ASM,2016,0,0,0,0,0
American Samoa,ASM,2017,0,0,0,0,0
Andean Latin America,,1990,39.26411515996256,6.9296667149254,18.14153221360035,39.702802682913095,12.099320275431419
Andean Latin America,,1991,38.89182122701242,7.194191438593529,18.587646739013856,40.95652078147764,12.620919395454223
Andean Latin America,,1992,38.94774574178282,7.629986139438885,18.61264580899672,42.12723707434125,13.20822799376321
Andean Latin America,,1993,36.89654420683121,7.9313647862462116,17.596329296203624,42.230188759799354,13.476249038965584
Andean Latin America,,1994,33.626707929348534,7.877330534168676,16.08888445129346,39.80518803260614,13.106551234611253
Andean Latin America,,1995,32.16113395090932,7.919615152685714,15.604842591482377,37.94316087142754,12.970781734515612
Andean Latin America,,1996,30.233904144158842,7.985454796068167,15.163654448822157,36.223681534235126,12.834794733118462
Andean Latin America,,1997,27.27818441149487,7.81731117590178,14.31466206481815,33.46743245235447,12.171200425147086
Andean Latin America,,1998,24.405179522600363,7.79797254904322,13.667210846837072,32.158334572506114,11.766030916394236
Andean Latin America,,1999,20.25602250053259,7.314643289336229,12.100005450698458,28.875860443086633,10.7110512178375
Andean Latin America,,2000,15.591669635446555,6.487383884838459,9.804214803543102,24.36805352475308,9.100626399747817
Andean Latin America,,2001,11.723365647061453,5.631421594896681,7.64982910310219,19.885835673857958,7.481048427122117
Andean Latin America,,2002,8.775585588088216,5.1925472348336115,5.924810989165,17.315555642936204,6.547008493964788
Andean Latin America,,2003,6.668344191141684,4.938934341391146,4.517188813458778,15.327128731038014,5.875287322608497
Andean Latin America,,2004,5.192403726986295,4.711526619838642,3.4572408532737047,13.680497755664641,5.283940581452065
Andean Latin America,,2005,4.184774654749931,4.503740362368265,2.6756289522377483,12.358154290112582,4.82443361471991
Andean Latin America,,2006,3.5352104001662186,4.3025962985691875,2.127440844781968,11.156727492496085,4.416470673418006
Andean Latin America,,2007,3.088037419016314,4.21689007926865,1.757114646824974,10.374184760719206,4.1506190608252576
Andean Latin America,,2008,2.750802329571844,4.164552192466835,1.5215642062474695,9.901395645135421,4.003201153470185
Andean Latin America,,2009,2.484946193606231,4.168988033044736,1.3556304888570678,9.56193597425872,3.9365299858728213
Andean Latin America,,2010,2.2949154959834632,4.249152205683641,1.2297474464861662,9.333616968395033,3.879660020675514
Andean Latin America,,2011,2.1153849866792473,4.294575557130769,1.1217587121407757,9.037660978877813,3.8148418658506396
Andean Latin America,,2012,1.9231783964125015,4.289621612459583,1.0239660439566152,8.62878449705544,3.7259110882759385
Andean Latin America,,2013,1.7609121286196774,4.2542314731007,0.9303606609604198,8.197239979093734,3.64035182779859
Andean Latin America,,2014,1.6212308654310388,4.198839462876194,0.8573381974333887,7.790823926018558,3.559163179851327
Andean Latin America,,2015,1.4911161875196022,4.160249543443898,0.8066196014716362,7.547856695903885,3.514138333211181
Andean Latin America,,2016,1.4003069548899159,4.280364756922743,0.7832063572766816,7.642091127894792,3.619975664680687
Andean Latin America,,2017,1.356083286684001,4.425652107196806,0.7767631633382097,7.814096954208665,3.7490095320577597
Andorra,AND,1990,0,0,0,0,0
Andorra,AND,1991,0,0,0,0,0
Andorra,AND,1992,0,0,0,0,0
Andorra,AND,1993,0,0,0,0,0
Andorra,AND,1994,0,0,0,0,0
Andorra,AND,1995,0,0,0,0,0
Andorra,AND,1996,0,0,0,0,0
Andorra,AND,1997,0,0,0,0,0
Andorra,AND,1998,0,0,0,0,0
Andorra,AND,1999,0,0,0,0,0
Andorra,AND,2000,0,0,0,0,0
Andorra,AND,2001,0,0,0,0,0
Andorra,AND,2002,0,0,0,0,0
Andorra,AND,2003,0,0,0,0,0
Andorra,AND,2004,0,0,0,0,0
Andorra,AND,2005,0,0,0,0,0
Andorra,AND,2006,0,0,0,0,0
Andorra,AND,2007,0,0,0,0,0
Andorra,AND,2008,0,0,0,0,0
Andorra,AND,2009,0,0,0,0,0
Andorra,AND,2010,0,0,0,0,0
Andorra,AND,2011,0,0,0,0,0
Andorra,AND,2012,0,0,0,0,0
Andorra,AND,2013,0,0,0,0,0
Andorra,AND,2014,0,0,0,0,0
Andorra,AND,2015,0,0,0,0,0
Andorra,AND,2016,0,0,0,0,0
Andorra,AND,2017,0,0,0,0,0
Angola,AGO,1990,3003.319247852655,77.91539532684996,308.51053709357495,504.0744779392007,338.0251282929947
Angola,AGO,1991,3210.31064095584,82.99524476720741,333.55902319473296,538.8542115303691,355.35353211441435
Angola,AGO,1992,3406.9739207878138,89.00925966590306,364.7347547696393,583.5590203715581,376.2353831561269
Angola,AGO,1993,3636.81997010124,96.52519990383121,407.0286441083249,648.1258582903475,402.818429676306
Angola,AGO,1994,3909.4154356511854,105.02604718016997,455.8965047132892,716.9265722565947,431.90317371018244
Angola,AGO,1995,4212.064752182235,114.10833980419189,487.9647150959719,763.8057817702685,458.10659640206654
Angola,AGO,1996,4591.951940550074,123.24273146723107,486.23300233072996,770.0687380732563,478.3467741808405
Angola,AGO,1997,5014.439291850535,135.07852308852827,514.5787704224256,829.4782817105807,511.92777502107003
Angola,AGO,1998,5517.493629522324,152.26500332665998,658.8081034447073,1040.3119491777402,579.3304357076754
Angola,AGO,1999,6057.043709528436,167.3961424046966,690.7937980971686,1099.1473673786475,627.5371316337773
Angola,AGO,2000,6638.135137312054,184.83370512616025,748.6723153405345,1196.0714029273076,694.3563705852482
Angola,AGO,2001,7742.328589785481,213.87590136081616,858.7676862941545,1362.2315642902608,789.6634200501493
Angola,AGO,2002,8710.086669355278,243.04127933444366,954.9093981457347,1528.9198255319627,883.5713774484676
Angola,AGO,2003,9405.92294285226,273.17583287424014,1044.4780612799955,1710.1328858677944,985.1272690393496
Angola,AGO,2004,10503.19253362767,297.1027705089152,1178.3416059229264,1864.4031441728114,1066.9866700481657
Angola,AGO,2005,10588.716675543375,306.1183808956141,1189.2848578064122,1880.2176025050394,1085.4093247677147
Angola,AGO,2006,10021.742579843169,305.82051951023743,1143.4843941898434,1873.362614659615,1085.602210344976
Angola,AGO,2007,9023.496471721342,298.42704535083226,1048.9164570188047,1816.3443990436238,1055.8401106293113
Angola,AGO,2008,7503.4367919590095,286.07775817151366,893.681245720867,1726.798902163757,1013.9665367222249
Angola,AGO,2009,5985.210074545024,265.973358020331,739.7990026401903,1592.5176451114137,944.6213163218874
Angola,AGO,2010,5089.43737335675,252.9149323298996,647.4248850834182,1479.0130751460392,883.0737430881912
Angola,AGO,2011,4303.768125673334,239.09918052269103,567.324912473853,1401.6952488150034,845.9456856867479
Angola,AGO,2012,3753.022974479703,231.2130116465752,516.5150366344486,1349.3050928990738,821.2155198234007
Angola,AGO,2013,3687.460787817945,237.63770568802056,522.2980113285304,1383.343514005425,850.7488697384665
Angola,AGO,2014,3885.5385125175744,256.337007631681,561.1567357908513,1488.3541681656172,924.2765501716793
Angola,AGO,2015,4152.136719697372,277.2854516688057,613.6802251773859,1647.757643372234,1038.025024010929
Angola,AGO,2016,4600.838815833223,303.9441300531364,658.2544000896933,1808.289761287949,1174.7276235492404
Angola,AGO,2017,4469.604174641039,298.0525641472671,650.990698890428,1817.7730027330163,1194.6365659357352
Antigua and Barbuda,ATG,1990,0,0,0,0,0
Antigua and Barbuda,ATG,1991,0,0,0,0,0
Antigua and Barbuda,ATG,1992,0,0,0,0,0
Antigua and Barbuda,ATG,1993,0,0,0,0,0
Antigua and Barbuda,ATG,1994,0,0,0,0,0
Antigua and Barbuda,ATG,1995,0,0,0,0,0
Antigua and Barbuda,ATG,1996,0,0,0,0,0
Antigua and Barbuda,ATG,1997,0,0,0,0,0
Antigua and Barbuda,ATG,1998,0,0,0,0,0
Antigua and Barbuda,ATG,1999,0,0,0,0,0
Antigua and Barbuda,ATG,2000,0,0,0,0,0
Antigua and Barbuda,ATG,2001,0,0,0,0,0
Antigua and Barbuda,ATG,2002,0,0,0,0,0
Antigua and Barbuda,ATG,2003,0,0,0,0,0
Antigua and Barbuda,ATG,2004,0,0,0,0,0
Antigua and Barbuda,ATG,2005,0,0,0,0,0
Antigua and Barbuda,ATG,2006,0,0,0,0,0
Antigua and Barbuda,ATG,2007,0,0,0,0,0
Antigua and Barbuda,ATG,2008,0,0,0,0,0
Antigua and Barbuda,ATG,2009,0,0,0,0,0
Antigua and Barbuda,ATG,2010,0,0,0,0,0
Antigua and Barbuda,ATG,2011,0,0,0,0,0
Antigua and Barbuda,ATG,2012,0,0,0,0,0
Antigua and Barbuda,ATG,2013,0,0,0,0,0
Antigua and Barbuda,ATG,2014,0,0,0,0,0
Antigua and Barbuda,ATG,2015,0,0,0,0,0
Antigua and Barbuda,ATG,2016,0,0,0,0,0
Antigua and Barbuda,ATG,2017,0,0,0,0,0
Argentina,ARG,1990,0.1482211894819406,2.3763595332954623,0.17779577525621879,4.0722435598094435,2.4874102759609764
Argentina,ARG,1991,0.137340054671547,2.244525284578325,0.1684685891006602,3.887364968711612,2.3533907088920873
Argentina,ARG,1992,0.12047333975977219,2.1804645813675996,0.1611124469878243,3.8342597230184454,2.2797870722225495
Argentina,ARG,1993,0.10673312306200562,2.0648652338712443,0.1503836776335473,3.6658662301389855,2.1212262616120694
Argentina,ARG,1994,0.09614858325986447,1.9237766885783762,0.13316667837867288,3.522841453984767,1.9701339031426583
Argentina,ARG,1995,0.0899137227438283,1.8691570344719066,0.11863490151520364,3.319593148633205,1.8629289632992418
Argentina,ARG,1996,0.08592096594105814,1.8238948488292224,0.11430448642390686,3.267999516047181,1.8028156931875683
Argentina,ARG,1997,0.07782705149008046,1.7837134257596208,0.10856845417829439,3.1369054522996014,1.722598378832641
Argentina,ARG,1998,0.0744174397722983,1.7661676734637408,0.10592332185959198,2.965283785035328,1.6306778560227928
Argentina,ARG,1999,0.06351380867154335,1.7491095695495154,0.09706228085379248,2.86444892522601,1.5631303427680554
Argentina,ARG,2000,0.057692294264550914,1.6229279213965848,0.08854122985905613,2.6517877165233372,1.4224092065361353
Argentina,ARG,2001,0.05288068555135751,1.575370145629301,0.08344688513435375,2.545041127703264,1.3575835555585285
Argentina,ARG,2002,0.05289644769196841,1.537757530306277,0.07981579251694712,2.4099998504158933,1.3151838517839236
Argentina,ARG,2003,0.049158458726835344,1.50336039829876,0.07303987798795315,2.1789762946244973,1.2546649955795641
Argentina,ARG,2004,0.042910519888495625,1.3926098625630594,0.0677247784981771,1.9374618132307158,1.1509458990851051
Argentina,ARG,2005,0.037441375133005377,1.3129079735720999,0.0660407927426579,1.83772408491456,1.0849341130626273
Argentina,ARG,2006,0.034393751069135496,1.258465379228427,0.06320950823681712,1.7541209538263247,1.0335710558710134
Argentina,ARG,2007,0.03432667374358221,1.230514835889624,0.05985789720905328,1.729852374328045,1.0186350211203703
Argentina,ARG,2008,0.03229785224279726,1.117427348121027,0.05497104294268678,1.6583241014437013,0.9478439030720474
Argentina,ARG,2009,0.029200217091431054,1.0671494974763815,0.05072251472829631,1.610970669558701,0.9078923542740308
Argentina,ARG,2010,0,0,0,0,0
Argentina,ARG,2011,0,0,0,0,0
Argentina,ARG,2012,0,0,0,0,0
Argentina,ARG,2013,0,0,0,0,0
Argentina,ARG,2014,0,0,0,0,0
Argentina,ARG,2015,0,0,0,0,0
Argentina,ARG,2016,0,0,0,0,0
Argentina,ARG,2017,0,0,0,0,0
Armenia,ARM,1990,0,0,0,0,0
Armenia,ARM,1991,0,0,0,0,0
Armenia,ARM,1992,0,0,0,0,0
Armenia,ARM,1993,0,0,0,0,0
Armenia,ARM,1994,0.013397566169381384,0.1453619061325083,0.01712728914958532,0.47649139243824107,0.2760892202371642
Armenia,ARM,1995,0,0,0,0,0
Armenia,ARM,1996,0.009127624488116324,0.1393809263645142,0.01335257357050461,0.35814234392984173,0.23921333224220945
Armenia,ARM,1997,0.007597681895891101,0.13628484389105458,0.011577336111061029,0.29897199429672566,0.21515056369014507
Armenia,ARM,1998,0.006462656439839527,0.13372272359097256,0.00977183622347214,0.25571163171213407,0.19297717146482515
Armenia,ARM,1999,0.005649709079442662,0.1352380088737268,0.008414061279822145,0.22962331289312143,0.17359772390722727
Armenia,ARM,2000,0.005086648372366046,0.1409917853190774,0.007505399915924792,0.20698222914819248,0.15732527628028922
Armenia,ARM,2001,0.004540486596336048,0.1480939701661187,0.006385619804597443,0.18945473017111927,0.14959133993488055
Armenia,ARM,2002,0.0039150287596858985,0.15199999260411615,0.00585160665448652,0.1702902150255355,0.14121948066406628
Armenia,ARM,2003,0.00333236426250098,0.15474120597260851,0.005363930495179179,0.1625436217954652,0.13309765570241996
Armenia,ARM,2004,0.0030124562094777105,0.15035088267234895,0.0048501176186552634,0.15518372099267289,0.1262448040772787
Armenia,ARM,2005,0.00270891966029045,0.1490027682905488,0.004042168400230027,0.15230111626017673,0.1197122560126536
Armenia,ARM,2006,0,0,0,0,0
Armenia,ARM,2007,0,0,0,0,0
Armenia,ARM,2008,0,0,0,0,0
Armenia,ARM,2009,0,0,0,0,0
Armenia,ARM,2010,0,0,0,0,0
Armenia,ARM,2011,0,0,0,0,0
Armenia,ARM,2012,0,0,0,0,0
Armenia,ARM,2013,0,0,0,0,0
Armenia,ARM,2014,0,0,0,0,0
Armenia,ARM,2015,0,0,0,0,0
Armenia,ARM,2016,0,0,0,0,0
Armenia,ARM,2017,0,0,0,0,0
Australasia,,1990,0,0,0,0,0
Australasia,,1991,0,0,0,0,0
Australasia,,1992,0,0,0,0,0
Australasia,,1993,0,0,0,0,0
Australasia,,1994,0,0,0,0,0
Australasia,,1995,0,0,0,0,0
Australasia,,1996,0,0,0,0,0
Australasia,,1997,0,0,0,0,0
Australasia,,1998,0,0,0,0,0
Australasia,,1999,0,0,0,0,0
Australasia,,2000,0,0,0,0,0
Australasia,,2001,0,0,0,0,0
Australasia,,2002,0,0,0,0,0
Australasia,,2003,0,0,0,0,0
Australasia,,2004,0,0,0,0,0
Australasia,,2005,0,0,0,0,0
Australasia,,2006,0,0,0,0,0
Australasia,,2007,0,0,0,0,0
Australasia,,2008,0,0,0,0,0
Australasia,,2009,0,0,0,0,0
Australasia,,2010,0,0,0,0,0
Australasia,,2011,0,0,0,0,0
Australasia,,2012,0,0,0,0,0
Australasia,,2013,0,0,0,0,0
Australasia,,2014,0,0,0,0,0
Australasia,,2015,0,0,0,0,0
Australasia,,2016,0,0,0,0,0
Australasia,,2017,0,0,0,0,0
Australia,AUS,1990,0,0,0,0,0
Australia,AUS,1991,0,0,0,0,0
Australia,AUS,1992,0,0,0,0,0
Australia,AUS,1993,0,0,0,0,0
Australia,AUS,1994,0,0,0,0,0
Australia,AUS,1995,0,0,0,0,0
Australia,AUS,1996,0,0,0,0,0
Australia,AUS,1997,0,0,0,0,0
Australia,AUS,1998,0,0,0,0,0
Australia,AUS,1999,0,0,0,0,0
Australia,AUS,2000,0,0,0,0,0
Australia,AUS,2001,0,0,0,0,0
Australia,AUS,2002,0,0,0,0,0
Australia,AUS,2003,0,0,0,0,0
Australia,AUS,2004,0,0,0,0,0
Australia,AUS,2005,0,0,0,0,0
Australia,AUS,2006,0,0,0,0,0
Australia,AUS,2007,0,0,0,0,0
Australia,AUS,2008,0,0,0,0,0
Australia,AUS,2009,0,0,0,0,0
Australia,AUS,2010,0,0,0,0,0
Australia,AUS,2011,0,0,0,0,0
Australia,AUS,2012,0,0,0,0,0
Australia,AUS,2013,0,0,0,0,0
Australia,AUS,2014,0,0,0,0,0
Australia,AUS,2015,0,0,0,0,0
Australia,AUS,2016,0,0,0,0,0
Australia,AUS,2017,0,0,0,0,0
Austria,AUT,1990,0,0,0,0,0
Austria,AUT,1991,0,0,0,0,0
Austria,AUT,1992,0,0,0,0,0
Austria,AUT,1993,0,0,0,0,0
Austria,AUT,1994,0,0,0,0,0
Austria,AUT,1995,0,0,0,0,0
Austria,AUT,1996,0,0,0,0,0
Austria,AUT,1997,0,0,0,0,0
Austria,AUT,1998,0,0,0,0,0
Austria,AUT,1999,0,0,0,0,0
Austria,AUT,2000,0,0,0,0,0
Austria,AUT,2001,0,0,0,0,0
Austria,AUT,2002,0,0,0,0,0
Austria,AUT,2003,0,0,0,0,0
Austria,AUT,2004,0,0,0,0,0
Austria,AUT,2005,0,0,0,0,0
Austria,AUT,2006,0,0,0,0,0
Austria,AUT,2007,0,0,0,0,0
Austria,AUT,2008,0,0,0,0,0
Austria,AUT,2009,0,0,0,0,0
Austria,AUT,2010,0,0,0,0,0
Austria,AUT,2011,0,0,0,0,0
Austria,AUT,2012,0,0,0,0,0
Austria,AUT,2013,0,0,0,0,0
Austria,AUT,2014,0,0,0,0,0
Austria,AUT,2015,0,0,0,0,0
Austria,AUT,2016,0,0,0,0,0
Austria,AUT,2017,0,0,0,0,0
Azerbaijan,AZE,1990,0.12683221893368915,0.3066033358316348,0.07490268532383075,1.13074582092795,0.5369043034232438
Azerbaijan,AZE,1991,0.11451128520218617,0.284315494100573,0.07772106682255148,1.3383147492076313,0.5346483850429042
Azerbaijan,AZE,1992,0.10283803414870275,0.27324102782686716,0.07895863758597628,1.8164560665066956,0.5437787497148101
Azerbaijan,AZE,1993,0.0918360035805898,0.26119723405613315,0.0778726474538481,1.8992462504642387,0.5446588633575358
Azerbaijan,AZE,1994,0.0817221252105692,0.25257277954685414,0.08011078035248592,1.834733802552072,0.5340120219524163
Azerbaijan,AZE,1995,0.07207722975883774,0.24557490874313434,0.07980388735868169,1.367386252661796,0.5171918212392391
Azerbaijan,AZE,1996,0.06399703589247081,0.2390421242961928,0.07505993412197104,1.1260201389228373,0.4912436854386423
Azerbaijan,AZE,1997,0.056677204192457586,0.23056260938043793,0.07277304215968743,1.0201667826876588,0.4586129384507482
Azerbaijan,AZE,1998,0.05111268314120512,0.22896828522442556,0.07383915409867331,0.924070202402043,0.4322692191332885
Azerbaijan,AZE,1999,0.04555730656153569,0.23317606546200492,0.07395756399017035,0.8372639855671399,0.4041305910314276
Azerbaijan,AZE,2000,0.03961436709417375,0.24294122398723408,0.07476350395027358,0.7700014658518576,0.3770749368682506
Azerbaijan,AZE,2001,0.03400996378186921,0.2603086583476735,0.07278195148790367,0.7144631218721464,0.35799684439728724
Azerbaijan,AZE,2002,0.03080577106136875,0.2753495128761554,0.06595617945831128,0.6787273586805934,0.3448329811414014
Azerbaijan,AZE,2003,0.028718973997794807,0.28325098609246385,0.05812929995689115,0.6549920560419511,0.3301609316952217
Azerbaijan,AZE,2004,0.02714668626063897,0.28467088537663765,0.05305535781068623,0.6327767419613547,0.31111739922053244
Azerbaijan,AZE,2005,0.025195321756902013,0.2865843622564181,0.051379844201258004,0.6289029472301921,0.2968364576482916
Azerbaijan,AZE,2006,0.02357500843628758,0.28592816641735325,0.03681856805891766,0.5985864140467655,0.2773079903242059
Azerbaijan,AZE,2007,0.021810536978448286,0.2757635139838238,0.031425756880661376,0.5608713178395522,0.2551820757632676
Azerbaijan,AZE,2008,0.020205707225367072,0.26828063771375205,0.029093603698561638,0.5400290995067509,0.2382028155819787
Azerbaijan,AZE,2009,0.01887740277988073,0.2623476009633372,0.025093462295664767,0.5121791453191407,0.2245054894378677
